Date,Sensor01,Sensor02,Sensor03,Sensor04,Sensor05,Sensor06,Sensor07,Sensor08,Sensor09,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/15,0.33,0.41,0.46,0.51,0.42,0.51,0.50,0.31,0.39,0.44,0.47,0.44,0.47,0.51,0.36,0.50,0.46,0.48,0.47,0.46,0.51,0.36,0.44,0.39,0.49,0.41,0.39,0.51,0.23,0.38,0.48,0.47,0.44,0.49,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/15,0.32,0.41,0.46,0.51,0.43,0.52,0.51,0.30,0.40,0.45,0.47,0.44,0.48,0.51,0.36,0.51,0.46,0.48,0.47,0.46,0.51,0.37,0.44,0.40,0.49,0.41,0.40,0.51,0.23,0.38,0.49,0.48,0.45,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/15,0.36,0.43,0.48,0.51,0.43,0.52,0.51,0.33,0.41,0.45,0.48,0.44,0.48,0.51,0.42,0.51,0.48,0.50,0.48,0.48,0.51,0.40,0.46,0.41,0.50,0.41,0.42,0.51,0.23,0.38,0.49,0.48,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/15,0.35,0.43,0.47,0.51,0.43,0.52,0.51,0.32,0.40,0.45,0.48,0.44,0.48,0.51,0.40,0.51,0.47,0.50,0.48,0.47,0.51,0.38,0.45,0.40,0.50,0.41,0.41,0.51,0.22,0.37,0.49,0.48,0.46,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/15,0.33,0.42,0.47,0.51,0.42,0.51,0.51,0.31,0.39,0.43,0.47,0.44,0.47,0.50,0.38,0.50,0.46,0.49,0.48,0.47,0.51,0.37,0.45,0.39,0.49,0.41,0.40,0.51,0.22,0.37,0.48,0.47,0.45,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/15,0.42,0.44,0.49,0.51,0.44,0.51,0.51,0.33,0.42,0.46,0.49,0.45,0.49,0.51,0.43,0.51,0.48,0.50,0.49,0.48,0.51,0.40,0.46,0.42,0.51,0.41,0.43,0.51,0.22,0.37,0.50,0.50,0.47,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/15,0.42,0.44,0.49,0.51,0.43,0.52,0.51,0.33,0.41,0.44,0.48,0.45,0.48,0.51,0.43,0.51,0.48,0.50,0.48,0.48,0.51,0.39,0.46,0.41,0.50,0.41,0.42,0.51,0.22,0.37,0.49,0.49,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/15,0.37,0.43,0.48,0.51,0.42,0.51,0.51,0.32,0.39,0.42,0.47,0.45,0.47,0.50,0.39,0.50,0.47,0.49,0.47,0.47,0.51,0.37,0.45,0.39,0.49,0.41,0.40,0.51,0.22,0.37,0.48,0.47,0.44,0.49,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/15,0.39,0.43,0.48,0.51,0.43,0.52,0.51,0.32,0.40,0.44,0.47,0.45,0.48,0.51,0.40,0.51,0.47,0.50,0.47,0.47,0.51,0.38,0.45,0.40,0.50,0.41,0.42,0.51,0.22,0.37,0.49,0.48,0.45,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/15,0.43,0.45,0.50,0.51,0.44,0.52,0.51,0.35,0.42,0.46,0.49,0.46,0.49,0.52,0.44,0.51,0.48,0.51,0.48,0.49,0.52,0.40,0.47,0.42,0.50,0.41,0.43,0.51,0.23,0.38,0.49,0.49,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/15,0.38,0.44,0.49,0.51,0.42,0.51,0.51,0.33,0.40,0.44,0.47,0.45,0.47,0.51,0.40,0.50,0.47,0.49,0.47,0.47,0.51,0.37,0.45,0.39,0.49,0.41,0.41,0.51,0.22,0.37,0.48,0.47,0.44,0.49,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/15,0.34,0.43,0.47,0.52,0.41,0.51,0.50,0.31,0.38,0.43,0.46,0.45,0.47,0.51,0.37,0.50,0.45,0.49,0.47,0.46,0.51,0.35,0.44,0.38,0.48,0.41,0.40,0.51,0.22,0.37,0.47,0.46,0.43,0.48,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/15,0.31,0.40,0.46,0.51,0.40,0.50,0.50,0.29,0.37,0.41,0.45,0.45,0.47,0.50,0.34,0.49,0.43,0.48,0.46,0.46,0.50,0.33,0.43,0.36,0.47,0.40,0.39,0.52,0.21,0.36,0.47,0.44,0.41,0.47,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/15,0.28,0.37,0.44,0.50,0.38,0.49,0.49,0.27,0.35,0.39,0.44,0.44,0.46,0.50,0.31,0.48,0.41,0.47,0.46,0.45,0.50,0.31,0.41,0.34,0.46,0.40,0.38,0.52,0.22,0.35,0.46,0.42,0.40,0.45,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/15,0.26,0.35,0.42,0.49,0.36,0.48,0.47,0.25,0.34,0.36,0.43,0.44,0.45,0.50,0.29,0.47,0.40,0.46,0.46,0.44,0.49,0.29,0.40,0.32,0.44,0.40,0.37,0.52,0.23,0.35,0.45,0.41,0.38,0.44,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/15,0.25,0.32,0.40,0.47,0.34,0.47,0.46,0.23,0.33,0.34,0.42,0.44,0.44,0.49,0.28,0.46,0.38,0.45,0.45,0.43,0.48,0.27,0.39,0.31,0.43,0.40,0.36,0.51,0.23,0.34,0.44,0.40,0.36,0.42,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/15,0.24,0.30,0.37,0.46,0.31,0.46,0.44,0.22,0.32,0.31,0.41,0.43,0.42,0.49,0.27,0.45,0.35,0.44,0.44,0.42,0.46,0.25,0.37,0.29,0.41,0.39,0.35,0.51,0.22,0.33,0.42,0.39,0.34,0.41,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/15,0.23,0.27,0.35,0.44,0.29,0.45,0.43,0.20,0.30,0.29,0.40,0.43,0.40,0.48,0.26,0.44,0.34,0.43,0.44,0.41,0.45,0.23,0.36,0.27,0.39,0.39,0.34,0.51,0.21,0.32,0.41,0.38,0.32,0.39,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/15,0.22,0.25,0.33,0.42,0.26,0.44,0.41,0.19,0.29,0.27,0.39,0.42,0.39,0.47,0.25,0.43,0.32,0.43,0.43,0.40,0.44,0.21,0.35,0.25,0.37,0.38,0.32,0.51,0.21,0.32,0.40,0.37,0.30,0.38,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/15,0.22,0.23,0.31,0.40,0.24,0.42,0.40,0.18,0.28,0.25,0.38,0.40,0.38,0.47,0.24,0.42,0.30,0.42,0.43,0.39,0.43,0.19,0.34,0.24,0.35,0.38,0.32,0.50,0.20,0.31,0.39,0.35,0.28,0.36,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/15,0.21,0.22,0.29,0.37,0.22,0.42,0.39,0.17,0.27,0.23,0.36,0.39,0.36,0.46,0.24,0.40,0.28,0.41,0.42,0.38,0.42,0.18,0.33,0.22,0.33,0.38,0.30,0.50,0.20,0.30,0.38,0.34,0.26,0.35,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/15,0.20,0.20,0.27,0.34,0.20,0.40,0.37,0.17,0.25,0.22,0.35,0.38,0.34,0.45,0.23,0.39,0.27,0.40,0.41,0.37,0.41,0.16,0.32,0.20,0.31,0.37,0.29,0.49,0.19,0.30,0.36,0.34,0.24,0.33,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/15,0.19,0.20,0.26,0.32,0.18,0.39,0.36,0.16,0.24,0.20,0.34,0.37,0.32,0.44,0.23,0.38,0.26,0.39,0.41,0.36,0.40,0.15,0.32,0.19,0.29,0.37,0.29,0.49,0.18,0.29,0.35,0.33,0.22,0.32,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/15,0.17,0.19,0.24,0.31,0.16,0.38,0.35,0.15,0.23,0.19,0.33,0.36,0.30,0.43,0.22,0.37,0.25,0.38,0.40,0.35,0.39,0.14,0.31,0.18,0.28,0.36,0.28,0.48,0.18,0.28,0.34,0.32,0.20,0.31,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/15,0.16,0.19,0.23,0.29,0.16,0.37,0.33,0.15,0.22,0.18,0.32,0.35,0.28,0.43,0.22,0.36,0.24,0.37,0.40,0.34,0.38,0.13,0.31,0.18,0.26,0.36,0.27,0.48,0.18,0.28,0.34,0.32,0.19,0.30,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/15,0.15,0.19,0.22,0.27,0.15,0.37,0.32,0.14,0.22,0.17,0.32,0.34,0.28,0.42,0.22,0.35,0.23,0.36,0.39,0.34,0.37,0.13,0.30,0.17,0.25,0.36,0.27,0.48,0.17,0.28,0.33,0.31,0.18,0.30,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/15,0.14,0.18,0.22,0.26,0.15,0.36,0.31,0.14,0.21,0.16,0.31,0.33,0.26,0.41,0.21,0.35,0.23,0.35,0.39,0.33,0.36,0.12,0.30,0.16,0.24,0.36,0.26,0.48,0.17,0.27,0.33,0.31,0.17,0.29,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/15,0.13,0.18,0.21,0.24,0.14,0.35,0.30,0.13,0.21,0.15,0.30,0.32,0.24,0.40,0.21,0.34,0.22,0.34,0.38,0.32,0.35,0.11,0.30,0.16,0.23,0.36,0.25,0.47,0.16,0.27,0.32,0.30,0.16,0.28,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/15,0.12,0.18,0.20,0.23,0.14,0.34,0.29,0.13,0.20,0.14,0.30,0.31,0.23,0.39,0.21,0.33,0.22,0.33,0.37,0.31,0.34,0.11,0.29,0.15,0.22,0.35,0.25,0.46,0.16,0.26,0.31,0.30,0.15,0.28,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/15,0.12,0.17,0.19,0.22,0.13,0.33,0.28,0.12,0.19,0.13,0.29,0.29,0.22,0.37,0.20,0.33,0.21,0.33,0.37,0.31,0.33,0.10,0.29,0.15,0.21,0.35,0.24,0.45,0.15,0.26,0.30,0.29,0.14,0.27,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/15,0.11,0.17,0.19,0.20,0.13,0.33,0.34,0.12,0.18,0.13,0.29,0.28,0.20,0.41,0.20,0.32,0.20,0.32,0.36,0.30,0.36,0.10,0.28,0.14,0.20,0.35,0.23,0.44,0.15,0.25,0.30,0.29,0.13,0.26,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/15,0.11,0.17,0.18,0.19,0.13,0.32,0.45,0.12,0.18,0.12,0.28,0.27,0.19,0.46,0.20,0.32,0.20,0.31,0.36,0.29,0.41,0.10,0.28,0.14,0.20,0.35,0.23,0.43,0.14,0.25,0.30,0.28,0.13,0.26,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/15,0.11,0.18,0.19,0.18,0.17,0.39,0.48,0.12,0.18,0.15,0.29,0.29,0.25,0.47,0.21,0.34,0.21,0.36,0.36,0.30,0.45,0.12,0.29,0.16,0.20,0.35,0.24,0.47,0.15,0.26,0.37,0.29,0.20,0.33,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/15,0.11,0.17,0.19,0.18,0.16,0.38,0.48,0.12,0.18,0.14,0.28,0.28,0.25,0.47,0.20,0.34,0.20,0.35,0.36,0.30,0.44,0.11,0.29,0.15,0.20,0.35,0.24,0.48,0.15,0.26,0.36,0.29,0.19,0.31,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/15,0.11,0.17,0.19,0.17,0.15,0.36,0.48,0.12,0.18,0.13,0.28,0.28,0.23,0.46,0.20,0.33,0.20,0.33,0.36,0.30,0.44,0.10,0.28,0.15,0.20,0.35,0.24,0.47,0.15,0.26,0.34,0.29,0.17,0.29,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/15,0.11,0.16,0.18,0.16,0.14,0.34,0.47,0.11,0.18,0.13,0.28,0.27,0.21,0.46,0.20,0.32,0.20,0.32,0.36,0.29,0.43,0.10,0.28,0.14,0.19,0.34,0.23,0.46,0.14,0.25,0.32,0.28,0.15,0.27,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/15,0.11,0.17,0.18,0.16,0.16,0.38,0.47,0.12,0.18,0.15,0.28,0.28,0.25,0.47,0.22,0.34,0.20,0.35,0.36,0.29,0.44,0.11,0.28,0.15,0.20,0.34,0.24,0.49,0.15,0.25,0.34,0.28,0.19,0.30,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/15,0.12,0.17,0.19,0.16,0.23,0.42,0.47,0.12,0.19,0.21,0.29,0.30,0.32,0.48,0.23,0.38,0.21,0.41,0.38,0.32,0.46,0.13,0.29,0.17,0.21,0.35,0.27,0.50,0.15,0.25,0.41,0.29,0.26,0.36,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/15,0.12,0.17,0.20,0.16,0.26,0.42,0.47,0.13,0.20,0.22,0.32,0.33,0.35,0.49,0.24,0.40,0.22,0.42,0.40,0.35,0.46,0.15,0.30,0.18,0.22,0.35,0.30,0.51,0.16,0.25,0.42,0.29,0.29,0.38,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/15,0.13,0.18,0.21,0.16,0.28,0.43,0.47,0.14,0.21,0.25,0.33,0.35,0.37,0.49,0.25,0.41,0.23,0.44,0.41,0.36,0.47,0.16,0.30,0.19,0.24,0.35,0.32,0.51,0.17,0.25,0.42,0.30,0.31,0.39,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/15,0.13,0.17,0.20,0.16,0.25,0.41,0.47,0.13,0.20,0.21,0.32,0.33,0.34,0.49,0.23,0.39,0.22,0.40,0.39,0.34,0.46,0.15,0.30,0.17,0.24,0.35,0.29,0.50,0.23,0.25,0.40,0.29,0.27,0.34,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/15,0.13,0.17,0.20,0.16,0.26,0.41,0.47,0.13,0.19,0.23,0.32,0.33,0.35,0.48,0.21,0.38,0.21,0.39,0.39,0.34,0.46,0.14,0.30,0.17,0.24,0.35,0.29,0.50,0.20,0.25,0.41,0.29,0.28,0.33,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,0.14,0.17,0.21,0.16,0.27,0.42,0.47,0.14,0.19,0.24,0.33,0.33,0.36,0.49,0.22,0.39,0.22,0.39,0.39,0.35,0.46,0.15,0.30,0.18,0.25,0.35,0.31,0.50,0.21,0.25,0.42,0.29,0.29,0.34,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/15,0.13,0.17,0.20,0.15,0.25,0.41,0.47,0.13,0.19,0.21,0.31,0.32,0.34,0.49,0.21,0.37,0.21,0.37,0.38,0.33,0.46,0.14,0.29,0.16,0.24,0.35,0.29,0.50,0.20,0.25,0.40,0.29,0.26,0.32,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/15,0.13,0.17,0.20,0.15,0.24,0.39,0.47,0.12,0.19,0.18,0.30,0.31,0.32,0.48,0.21,0.35,0.20,0.36,0.37,0.32,0.45,0.12,0.29,0.15,0.23,0.35,0.27,0.49,0.20,0.25,0.38,0.28,0.23,0.30,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/15,0.12,0.17,0.19,0.14,0.21,0.38,0.48,0.12,0.18,0.16,0.29,0.30,0.29,0.48,0.20,0.34,0.20,0.34,0.36,0.31,0.45,0.11,0.28,0.15,0.22,0.35,0.26,0.49,0.19,0.25,0.36,0.28,0.20,0.28,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/15,0.12,0.16,0.19,0.14,0.18,0.37,0.48,0.12,0.18,0.15,0.29,0.28,0.26,0.47,0.20,0.33,0.19,0.33,0.36,0.30,0.44,0.10,0.28,0.14,0.21,0.34,0.24,0.48,0.19,0.25,0.34,0.28,0.18,0.26,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/15,0.12,0.17,0.19,0.15,0.26,0.42,0.48,0.12,0.18,0.20,0.29,0.29,0.34,0.49,0.20,0.35,0.20,0.37,0.38,0.31,0.46,0.13,0.29,0.16,0.23,0.34,0.29,0.51,0.21,0.25,0.41,0.29,0.27,0.31,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/15,0.12,0.16,0.19,0.14,0.22,0.40,0.48,0.12,0.18,0.17,0.29,0.28,0.31,0.48,0.20,0.33,0.19,0.34,0.37,0.30,0.45,0.12,0.28,0.15,0.22,0.34,0.27,0.50,0.19,0.25,0.38,0.28,0.23,0.28,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/15,0.12,0.16,0.19,0.14,0.19,0.38,0.48,0.12,0.17,0.15,0.28,0.27,0.28,0.48,0.20,0.32,0.19,0.32,0.36,0.30,0.45,0.11,0.28,0.14,0.21,0.34,0.25,0.49,0.19,0.25,0.35,0.28,0.20,0.26,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/15,0.12,0.16,0.18,0.13,0.17,0.36,0.48,0.11,0.17,0.14,0.28,0.26,0.26,0.47,0.19,0.31,0.19,0.31,0.35,0.29,0.44,0.10,0.28,0.14,0.21,0.34,0.24,0.49,0.18,0.24,0.33,0.28,0.18,0.25,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/15,0.14,0.17,0.19,0.14,0.26,0.42,0.48,0.12,0.19,0.17,0.28,0.32,0.34,0.49,0.20,0.34,0.19,0.37,0.38,0.31,0.46,0.13,0.29,0.15,0.22,0.34,0.28,0.51,0.19,0.25,0.39,0.31,0.27,0.30,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/15,0.15,0.17,0.20,0.15,0.30,0.44,0.48,0.13,0.20,0.24,0.29,0.36,0.38,0.49,0.20,0.38,0.20,0.41,0.42,0.37,0.47,0.15,0.30,0.17,0.25,0.35,0.32,0.52,0.21,0.27,0.42,0.33,0.32,0.36,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/15,0.15,0.17,0.20,0.14,0.28,0.42,0.48,0.13,0.20,0.22,0.29,0.35,0.37,0.49,0.20,0.38,0.20,0.40,0.41,0.36,0.47,0.15,0.29,0.16,0.25,0.35,0.31,0.51,0.20,0.27,0.41,0.31,0.28,0.34,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/15,0.15,0.17,0.19,0.14,0.27,0.41,0.48,0.12,0.19,0.20,0.29,0.33,0.37,0.49,0.20,0.36,0.20,0.39,0.39,0.35,0.46,0.14,0.29,0.15,0.24,0.35,0.29,0.51,0.20,0.26,0.40,0.30,0.27,0.32,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/15,0.15,0.17,0.20,0.14,0.28,0.43,0.48,0.13,0.18,0.22,0.29,0.34,0.39,0.49,0.20,0.35,0.20,0.40,0.40,0.35,0.47,0.14,0.29,0.17,0.25,0.35,0.29,0.52,0.20,0.25,0.42,0.30,0.30,0.33,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/15,0.15,0.17,0.20,0.14,0.27,0.42,0.48,0.13,0.18,0.22,0.29,0.33,0.38,0.49,0.20,0.34,0.20,0.38,0.39,0.34,0.47,0.13,0.29,0.16,0.24,0.35,0.28,0.52,0.19,0.25,0.41,0.29,0.27,0.31,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/15,0.14,0.17,0.19,0.13,0.24,0.40,0.48,0.12,0.18,0.19,0.29,0.32,0.36,0.49,0.20,0.33,0.20,0.37,0.38,0.33,0.46,0.12,0.29,0.15,0.23,0.34,0.27,0.51,0.19,0.25,0.39,0.29,0.23,0.28,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/15,0.13,0.17,0.19,0.13,0.21,0.39,0.48,0.12,0.17,0.16,0.28,0.31,0.34,0.48,0.19,0.32,0.19,0.35,0.37,0.32,0.45,0.11,0.28,0.14,0.22,0.34,0.25,0.50,0.19,0.25,0.37,0.28,0.20,0.26,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/15,0.12,0.16,0.18,0.12,0.18,0.37,0.48,0.11,0.17,0.15,0.28,0.30,0.31,0.48,0.19,0.31,0.19,0.33,0.36,0.30,0.45,0.10,0.28,0.14,0.21,0.34,0.24,0.50,0.18,0.24,0.34,0.27,0.17,0.25,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/15,0.12,0.16,0.18,0.12,0.16,0.36,0.48,0.11,0.16,0.14,0.28,0.29,0.29,0.47,0.19,0.31,0.19,0.32,0.35,0.30,0.44,0.10,0.28,0.14,0.20,0.34,0.23,0.49,0.18,0.24,0.32,0.27,0.16,0.24,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/15,0.12,0.16,0.18,0.12,0.15,0.34,0.48,0.11,0.16,0.13,0.28,0.27,0.26,0.47,0.19,0.30,0.19,0.31,0.35,0.29,0.43,0.09,0.27,0.14,0.19,0.34,0.22,0.49,0.18,0.24,0.31,0.27,0.14,0.23,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/15,0.12,0.16,0.17,0.12,0.15,0.34,0.47,0.11,0.16,0.12,0.27,0.26,0.23,0.46,0.19,0.30,0.18,0.31,0.35,0.28,0.43,0.09,0.27,0.14,0.19,0.34,0.21,0.48,0.18,0.24,0.31,0.27,0.14,0.23,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/15,0.18,0.18,0.19,0.13,0.29,0.43,0.47,0.12,0.18,0.19,0.28,0.37,0.38,0.49,0.21,0.38,0.19,0.43,0.41,0.35,0.47,0.14,0.29,0.22,0.20,0.34,0.25,0.51,0.21,0.25,0.43,0.31,0.32,0.33,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/15,0.17,0.17,0.19,0.13,0.28,0.41,0.47,0.12,0.18,0.19,0.28,0.35,0.38,0.49,0.21,0.37,0.19,0.40,0.41,0.34,0.46,0.14,0.29,0.20,0.21,0.34,0.27,0.50,0.20,0.25,0.41,0.30,0.27,0.32,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/15,0.16,0.16,0.19,0.13,0.28,0.42,0.47,0.12,0.17,0.19,0.28,0.34,0.37,0.49,0.20,0.35,0.19,0.38,0.39,0.33,0.46,0.13,0.29,0.19,0.21,0.34,0.26,0.50,0.19,0.24,0.40,0.29,0.25,0.30,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/15,0.16,0.16,0.19,0.12,0.26,0.40,0.47,0.12,0.17,0.17,0.28,0.33,0.35,0.49,0.20,0.34,0.19,0.36,0.38,0.32,0.46,0.12,0.28,0.17,0.21,0.34,0.25,0.50,0.19,0.24,0.39,0.28,0.22,0.28,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/15,0.16,0.16,0.18,0.12,0.23,0.39,0.47,0.11,0.17,0.15,0.28,0.33,0.32,0.49,0.19,0.32,0.19,0.35,0.36,0.31,0.45,0.11,0.28,0.16,0.20,0.34,0.24,0.50,0.18,0.24,0.37,0.27,0.19,0.25,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/15,0.15,0.16,0.18,0.12,0.20,0.37,0.47,0.11,0.16,0.13,0.28,0.32,0.28,0.48,0.19,0.31,0.19,0.34,0.36,0.30,0.44,0.10,0.28,0.15,0.20,0.34,0.23,0.50,0.18,0.24,0.34,0.27,0.17,0.24,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/15,0.15,0.16,0.18,0.11,0.18,0.35,0.48,0.11,0.16,0.13,0.28,0.31,0.25,0.48,0.19,0.30,0.18,0.33,0.35,0.29,0.44,0.10,0.27,0.14,0.20,0.34,0.23,0.49,0.18,0.24,0.32,0.27,0.15,0.23,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/15,0.14,0.16,0.17,0.12,0.17,0.35,0.48,0.11,0.16,0.12,0.28,0.30,0.24,0.48,0.19,0.30,0.18,0.32,0.35,0.29,0.44,0.10,0.27,0.14,0.20,0.34,0.23,0.49,0.18,0.24,0.32,0.27,0.15,0.23,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
