Date,contday,TRANSECT,LOCATION,O2,O2PCT,Moisture,Moisturepct,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,133,5,1,0.20,20.31,0.22,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,133,5,2,0.19,18.70,0.37,37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,133,5,3,0.18,17.67,0.44,44.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,133,5,4,0.18,18.02,0.41,40.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,133,5,5,0.16,16.48,0.38,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,133,5,6,0.16,16.05,0.42,42.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,133,5,7,0.11,11.08,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,1,1,0.19,18.91,0.28,27.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,1,2,0.19,18.57,0.33,33.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,1,3,0.19,18.79,0.37,36.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,1,4,0.18,17.65,0.49,49.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,1,5,0.16,16.23,0.38,38.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,1,6,0.13,12.89,0.49,48.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,1,7,0.02,1.76,0.47,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,2,1,0.19,18.61,0.25,24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,2,2,0.21,20.74,0.34,34.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,2,3,0.18,18.12,0.39,39.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,2,4,0.19,18.57,0.42,42.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,2,5,0.15,14.93,0.41,41.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,2,6,0.16,15.83,0.43,42.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,2,7,0.11,10.70,0.51,50.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,3,1,0.19,18.69,0.32,32.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,3,2,0.19,18.86,0.48,48.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,3,3,0.18,17.88,0.40,39.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,3,4,0.18,18.03,0.46,45.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,3,5,0.18,17.64,0.45,44.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,3,6,0.13,13.14,0.41,41.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,3,7,0.07,6.91,0.49,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,4,1,0.19,19.08,0.30,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,4,2,0.19,18.82,0.39,38.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,4,3,0.17,16.94,0.33,32.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,4,4,0.18,18.39,0.44,43.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,4,5,0.18,18.04,0.40,40.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,4,6,0.16,16.02,0.37,36.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,4,7,0.04,4.28,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,5,1,0.20,20.31,0.22,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,5,2,0.19,18.62,0.37,37.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,5,3,0.17,17.45,0.47,47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,5,4,0.18,17.81,0.44,43.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,5,5,0.16,15.58,0.42,41.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,5,6,0.15,14.78,0.46,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,134,5,7,0.10,10.18,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,1,1,0.19,18.72,0.35,34.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,1,2,0.18,18.40,0.41,41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,1,3,0.19,18.65,0.44,44.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,1,4,0.18,17.56,0.51,51.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,1,5,0.15,14.93,0.42,42.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,1,6,0.11,11.01,0.51,50.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,1,7,0.01,1.37,0.50,49.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,2,1,0.18,18.49,0.30,29.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,2,2,0.21,20.55,0.40,39.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,2,3,0.18,17.72,0.43,42.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,2,4,0.18,18.24,0.47,46.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,2,5,0.14,14.46,0.43,43.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,2,6,0.14,14.25,0.47,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,2,7,0.10,10.13,0.51,51.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,3,1,0.19,18.57,0.39,38.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,3,2,0.18,18.43,0.50,50.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,3,3,0.18,17.62,0.46,45.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,3,4,0.18,17.87,0.49,49.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,3,5,0.17,17.17,0.47,46.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,3,6,0.13,12.65,0.46,46.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,3,7,0.06,6.13,0.51,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,4,1,0.19,18.87,0.38,37.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,4,2,0.19,18.65,0.44,44.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,4,3,0.17,16.51,0.39,39.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,4,4,0.18,17.93,0.49,49.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,4,5,0.18,18.11,0.41,41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,4,6,0.15,14.68,0.41,40.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,4,7,0.04,3.85,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,5,1,0.20,20.18,0.25,24.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,5,2,0.18,18.48,0.40,39.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,5,3,0.17,16.95,0.48,48.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,5,4,0.18,17.57,0.47,47.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,5,5,0.15,14.79,0.45,44.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,5,6,0.11,11.29,0.49,49.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,135,5,7,0.08,7.72,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,1,1,0.19,18.77,0.31,30.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,1,2,0.18,18.33,0.39,39.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,1,3,0.19,18.65,0.42,42.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,1,4,0.17,17.26,0.51,51.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,1,5,0.15,15.48,0.40,40.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,1,6,0.11,10.90,0.50,50.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,1,7,0.01,1.35,0.49,48.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,2,1,0.19,18.50,0.29,28.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,2,2,0.20,20.42,0.38,37.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,2,3,0.18,17.75,0.41,40.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,2,4,0.18,18.31,0.45,45.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,2,5,0.14,14.20,0.43,43.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,2,6,0.14,14.07,0.46,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,2,7,0.11,11.41,0.51,50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,3,1,0.18,18.46,0.35,34.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,3,2,0.18,18.46,0.49,49.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,3,3,0.18,17.58,0.44,43.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,3,4,0.18,17.80,0.48,47.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,3,5,0.17,17.21,0.46,46.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,3,6,0.13,12.51,0.45,45.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,3,7,0.06,6.46,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,4,1,0.19,18.84,0.34,34.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,4,2,0.19,18.58,0.43,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,4,3,0.16,16.43,0.37,36.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,4,4,0.18,17.95,0.48,48.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,4,5,0.18,17.88,0.41,41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,4,6,0.15,14.77,0.39,38.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,4,7,0.04,3.88,0.51,51.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,5,1,0.20,20.23,0.23,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,5,2,0.18,18.49,0.39,39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,5,3,0.17,16.90,0.47,47.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,5,4,0.18,17.61,0.46,45.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,5,5,0.15,14.61,0.43,43.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,5,6,0.12,12.07,0.48,47.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,136,5,7,0.08,8.27,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,1,1,0.19,18.59,0.40,40.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,1,2,0.18,17.62,0.43,42.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,1,3,0.18,18.47,0.46,46.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,1,4,0.18,17.63,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,1,5,0.15,14.92,0.43,42.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,1,6,0.10,10.08,0.51,51.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,1,7,0.01,1.17,0.49,49.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,2,1,0.18,18.33,0.33,32.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,2,2,0.20,20.04,0.41,41.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,2,3,0.17,17.22,0.44,43.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,2,4,0.18,18.14,0.48,47.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,2,5,0.14,14.00,0.44,44.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,2,6,0.14,13.50,0.48,47.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,2,7,0.12,11.91,0.51,51.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,3,1,0.18,18.18,0.41,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,3,2,0.18,18.18,0.50,50.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,3,3,0.18,17.53,0.47,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,3,4,0.18,18.11,0.50,50.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,3,5,0.17,16.77,0.48,47.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,3,6,0.12,12.22,0.48,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,3,7,0.06,6.34,0.51,50.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,4,1,0.19,18.57,0.39,39.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,4,2,0.19,18.50,0.45,44.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,4,3,0.16,16.44,0.41,40.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,4,4,0.18,17.52,0.50,50.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,4,5,0.18,17.94,0.41,41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,4,6,0.14,13.66,0.42,41.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,4,7,0.04,3.52,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,5,1,0.20,20.27,0.26,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,5,2,0.18,18.45,0.40,39.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,5,3,0.17,16.83,0.49,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,5,4,0.18,17.75,0.48,48.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,5,5,0.14,14.11,0.46,45.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,5,6,0.10,10.15,0.50,49.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,137,5,7,0.07,6.92,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,1,1,0.18,18.32,0.40,39.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,1,2,0.17,17.28,0.42,42.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,1,3,0.18,18.16,0.47,46.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,1,4,0.17,17.50,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,1,5,0.13,13.22,0.43,43.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,1,6,0.09,9.35,0.52,51.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,1,7,0.01,1.02,0.51,50.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,2,1,0.18,18.35,0.34,33.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,2,2,0.20,20.12,0.41,41.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,2,3,0.17,16.88,0.44,44.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,2,4,0.18,18.01,0.48,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,2,5,0.14,13.89,0.45,44.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,2,6,0.13,12.93,0.48,47.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,2,7,0.11,11.41,0.52,51.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,3,1,0.18,18.47,0.41,41.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,3,2,0.18,17.95,0.51,50.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,3,3,0.17,17.33,0.47,47.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,3,4,0.18,17.99,0.50,50.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,3,5,0.16,16.49,0.48,48.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,3,6,0.12,11.98,0.48,47.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,3,7,0.06,5.96,0.51,51.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,4,1,0.19,18.50,0.39,38.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,4,2,0.18,18.38,0.45,45.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,4,3,0.16,16.04,0.41,40.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,4,4,0.17,16.78,0.50,50.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,4,5,0.17,17.50,0.41,41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,4,6,0.13,12.50,0.42,41.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,4,7,0.03,3.15,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,5,1,0.20,20.24,0.25,25.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,5,2,0.18,18.36,0.40,39.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,5,3,0.17,16.57,0.49,49.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,5,4,0.17,17.33,0.48,48.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,5,5,0.13,12.85,0.46,46.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,5,6,0.07,7.09,0.51,50.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,138,5,7,0.05,4.76,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,1,1,0.18,18.27,0.37,37.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,1,2,0.18,17.52,0.41,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,1,3,0.18,18.12,0.46,45.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,1,4,0.17,17.16,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,1,5,0.14,13.98,0.42,41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,1,6,0.09,9.42,0.51,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,1,7,0.01,1.04,0.50,49.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,2,1,0.18,18.35,0.33,32.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,2,2,0.20,20.27,0.40,39.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,2,3,0.17,17.23,0.43,43.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,2,4,0.18,17.91,0.47,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,2,5,0.14,13.87,0.44,44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,2,6,0.13,13.44,0.47,46.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,2,7,0.11,10.83,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,3,1,0.18,18.39,0.39,39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,3,2,0.18,18.05,0.50,50.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,3,3,0.17,17.28,0.47,46.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,3,4,0.18,17.71,0.49,49.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,3,5,0.17,17.06,0.47,47.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,3,6,0.12,12.21,0.47,46.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,3,7,0.06,5.81,0.51,50.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,4,1,0.19,18.58,0.37,36.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,4,2,0.18,18.43,0.44,44.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,4,3,0.16,16.08,0.39,39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,4,4,0.16,16.04,0.49,49.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,4,5,0.17,17.39,0.41,41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,4,6,0.14,13.53,0.40,40.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,4,7,0.03,3.48,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,5,1,0.20,20.15,0.25,24.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,5,2,0.18,18.40,0.40,39.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,5,3,0.17,16.59,0.48,48.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,5,4,0.17,16.73,0.47,46.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,5,5,0.14,13.65,0.45,44.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,5,6,0.08,8.22,0.50,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,139,5,7,0.06,5.55,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,1,1,0.18,18.38,0.35,35.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,1,2,0.17,17.46,0.42,41.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,1,3,0.18,18.13,0.47,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,1,4,0.17,16.63,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,1,5,0.13,12.71,0.44,43.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,1,6,0.09,8.97,0.52,51.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,1,7,0.01,0.94,0.51,50.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,2,1,0.18,18.25,0.33,32.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,2,2,0.20,20.29,0.41,40.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,2,3,0.17,16.97,0.45,45.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,2,4,0.18,17.93,0.48,47.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,2,5,0.14,13.77,0.44,44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,2,6,0.13,12.90,0.48,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,2,7,0.10,10.32,0.52,51.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,3,1,0.18,18.29,0.39,38.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,3,2,0.18,18.00,0.51,50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,3,3,0.17,17.25,0.47,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,3,4,0.17,17.32,0.49,49.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,3,5,0.17,16.82,0.48,47.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,3,6,0.12,12.12,0.47,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,3,7,0.06,5.52,0.51,51.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,4,1,0.19,18.54,0.38,37.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,4,2,0.18,18.43,0.45,44.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,4,3,0.16,16.04,0.41,40.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,4,4,0.16,15.91,0.50,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,4,5,0.17,17.29,0.41,41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,4,6,0.13,12.96,0.41,40.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,4,7,0.03,3.30,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,5,1,0.20,20.13,0.24,23.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,5,2,0.18,18.44,0.39,38.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,5,3,0.16,16.32,0.49,48.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,5,4,0.17,16.86,0.48,48.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,5,5,0.13,13.16,0.46,45.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,5,6,0.06,6.25,0.51,50.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,140,5,7,0.04,4.16,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/15,141,1,1,0.18,18.49,0.33,32.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
