Date,Sensor01,Sensor02,Sensor03,Sensor04,Sensor05,Sensor06,Sensor07,Sensor08,Sensor09,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35
6/2/15,0.19,0.19,0.19,0.19,0.18,0.17,0.13,0.18,0.21,0.19,0.19,0.16,0.18,0.13,0.19,0.2,0.18,0.18,0.18,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/3/15,0.19,0.19,0.19,0.19,0.18,0.17,0.12,0.18,0.21,0.19,0.18,0.16,0.18,0.13,0.18,0.2,0.18,0.18,0.18,0.14,0.11,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/4/15,0.19,0.19,0.19,0.19,0.18,0.17,0.12,0.18,0.21,0.19,0.18,0.16,0.18,0.13,0.18,0.2,0.18,0.18,0.18,0.14,0.11,0.19,0.19,0.18,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/5/15,0.19,0.19,0.19,0.19,0.18,0.17,0.11,0.18,0.21,0.19,0.18,0.17,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.11,0.19,0.19,0.18,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/6/15,0.19,0.19,0.19,0.19,0.18,0.17,0.11,0.18,0.21,0.19,0.18,0.16,0.18,0.13,0.18,0.2,0.18,0.18,0.19,0.14,0.11,0.19,0.19,0.18,0.19,0.18,0.18,0.14,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/7/15,0.19,0.19,0.19,0.19,0.18,0.17,0.1,0.18,0.21,0.19,0.18,0.17,0.18,0.14,0.19,0.2,0.18,0.18,0.19,0.14,0.11,0.19,0.19,0.18,0.19,0.18,0.18,0.14,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/8/15,0.19,0.19,0.19,0.19,0.18,0.18,0.11,0.18,0.21,0.19,0.18,0.17,0.19,0.14,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/9/15,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/10/15,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/11/15,0.19,0.19,0.19,0.19,0.17,0.17,0.16,0.18,0.21,0.19,0.19,0.16,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.17,0.15
6/12/15,0.19,0.19,0.19,0.19,0.17,0.17,0.16,0.18,0.21,0.19,0.19,0.16,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/13/15,0.19,0.19,0.19,0.19,0.17,0.17,0.15,0.18,0.21,0.19,0.19,0.17,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/14/15,0.19,0.19,0.19,0.19,0.18,0.17,0.14,0.18,0.21,0.19,0.19,0.17,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/15/15,0.19,0.19,0.19,0.19,0.18,0.17,0.14,0.18,0.21,0.19,0.19,0.17,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/16/15,0.19,0.19,0.19,0.19,0.18,0.18,0.15,0.18,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.19,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/17/15,0.19,0.19,0.19,0.19,0.18,0.18,0.15,0.18,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/18/15,0.19,0.19,0.19,0.19,0.18,0.18,0.15,0.18,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/19/15,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.18,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/20/15,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/21/15,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.18,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/22/15,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.18,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/23/15,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.18,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/24/15,0.19,0.19,0.19,0.19,0.18,0.18,0.15,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.18,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/25/15,0.19,0.19,0.19,0.19,0.18,0.18,0.14,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.18,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.19,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/26/15,0.19,0.19,0.19,0.19,0.18,0.18,0.14,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.18,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.17,0.16
6/27/15,0.19,0.19,0.19,0.19,0.18,0.17,0.13,0.18,0.21,0.19,0.18,0.17,0.19,0.13,0.18,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/28/15,0.19,0.19,0.19,0.19,0.18,0.17,0.13,0.18,0.21,0.19,0.18,0.16,0.19,0.13,0.18,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/29/15,0.19,0.19,0.19,0.19,0.18,0.17,0.12,0.18,0.21,0.19,0.18,0.16,0.19,0.13,0.18,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
6/30/15,0.19,0.19,0.19,0.19,0.18,0.17,0.12,0.18,0.21,0.19,0.18,0.16,0.19,0.11,0.18,0.2,0.18,0.18,0.19,0.14,0.11,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
7/1/15,0.19,0.19,0.19,0.19,0.17,0.17,0.11,0.18,0.21,0.19,0.18,0.16,0.18,0.1,0.18,0.2,0.18,0.18,0.19,0.14,0.11,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.17,0.16
7/2/15,0.19,0.19,0.19,0.19,0.18,0.17,0.11,0.18,0.21,0.19,0.18,0.17,0.18,0.1,0.18,0.2,0.18,0.18,0.19,0.14,0.1,0.19,0.19,0.18,0.19,0.19,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
7/3/15,0.19,0.19,0.19,0.19,0.18,0.17,0.11,0.18,0.21,0.19,0.18,0.16,0.18,0.09,0.18,0.2,0.18,0.18,0.19,0.14,0.1,0.19,0.19,0.18,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.17,0.16
7/4/15,0.19,0.19,0.19,0.19,0.17,0.17,0.1,0.18,0.21,0.19,0.18,0.16,0.18,0.09,0.18,0.2,0.18,0.18,0.19,0.14,0.1,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
7/5/15,0.19,0.19,0.19,0.19,0.18,0.17,0.1,0.18,0.21,0.19,0.19,0.16,0.19,0.09,0.18,0.2,0.18,0.18,0.19,0.14,0.1,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
7/6/15,0.19,0.19,0.19,0.19,0.18,0.18,0.09,0.18,0.21,0.19,0.19,0.16,0.19,0.09,0.18,0.2,0.18,0.18,0.19,0.14,0.1,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.16,0.16
9/9/15,0.18,0.17,0.19,0.19,0.17,0.16,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.22,0.19,0.19,0.18,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/10/15,0.19,0.17,0.19,0.19,0.17,0.16,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/11/15,0.18,0.17,0.19,0.19,0.17,0.16,0.15,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/12/15,0.19,0.16,0.19,0.19,0.17,0.16,0.15,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/13/15,0.18,0.16,0.19,0.19,0.17,0.16,0.14,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/14/15,0.18,0.16,0.19,0.19,0.17,0.16,0.14,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/15/15,0.18,0.16,0.19,0.19,0.17,0.16,0.12,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.17,0.16,0.2,0.18,0.18,0.18,0.17,0.19,0.15
9/16/15,0.19,0.16,0.19,0.19,0.17,0.16,0.12,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.17,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.15
9/17/15,0.18,0.16,0.19,0.19,0.17,0.16,0.1,0.18,0.2,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.17,0.14,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/18/15,0.19,0.16,0.19,0.19,0.17,0.16,0.09,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.17,0.16,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/19/15,0.19,0.16,0.19,0.19,0.17,0.16,0.08,0.18,0.2,0.2,0.19,0.19,0.18,0.22,0.19,0.19,0.17,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/20/15,0.19,0.16,0.19,0.19,0.17,0.17,0.08,0.18,0.2,0.2,0.19,0.19,0.18,0.2,0.19,0.19,0.17,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/21/15,0.19,0.17,0.19,0.19,0.17,0.16,0.11,0.18,0.2,0.2,0.18,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/22/15,0.19,0.17,0.19,0.19,0.17,0.16,0.12,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,-0.01,0.01,0.18,0.19,0.19,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/23/15,0.18,0.17,0.19,0.19,0.17,0.16,0.11,0.18,0.2,0.2,0.18,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,-0.01,0,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/24/15,0.19,0.17,0.19,0.19,0.17,0.16,0.11,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,-0.01,0,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/25/15,0.19,0.17,0.19,0.19,0.17,0.16,0.13,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,-0.01,0,0.18,0.19,0.19,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
9/26/15,0.19,0.17,0.19,0.19,0.17,0.17,0.14,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/27/15,0.19,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,-0.01,0.01,0.18,0.19,0.17,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/28/15,0.19,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.18,,,0.18,0.19,0.17,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/29/15,0.19,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,,,0.18,0.19,0.17,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.19,0.16
9/30/15,0.18,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,,,0.18,0.19,0.17,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/1/15,0.18,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,,,0.18,0.19,0.17,0.18,0.18,0.13,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/2/15,0.18,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,,,0.18,0.19,0.18,0.18,0.18,0.14,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/3/15,0.18,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,,,0.18,0.19,0.18,0.18,0.18,0.14,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/4/15,0.18,0.18,0.19,0.19,0.17,0.17,0.17,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.18,,,0.18,0.19,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/5/15,0.18,0.18,0.19,0.19,0.17,0.17,0.17,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.19,0.18,,,0.18,0.19,0.18,0.18,0.18,0.14,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/6/15,0.18,0.18,0.19,0.19,0.17,0.17,0.17,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.18,,,0.18,0.19,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/7/15,0.18,0.18,0.19,0.19,0.17,0.16,0.17,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,,,0.18,0.19,0.18,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/8/15,0.18,0.18,0.19,0.19,0.17,0.17,0.17,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,,,0.18,0.19,0.18,0.18,0.18,0.14,0.2,0.18,0.18,0.18,0.18,0.19,0.16
10/9/15,0.18,0.18,0.19,0.19,0.17,0.16,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.21,0.19,0.19,0.17,0.18,0.18,0.18,,,0.18,0.19,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.18,0.19,0.15
10/10/15,0.18,0.18,0.19,0.19,0.17,0.16,0.16,0.18,0.2,0.2,0.19,0.19,0.18,0.2,0.19,0.19,0.17,0.18,0.19,0.18,,,0.18,0.19,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.15
10/11/15,0.18,0.18,0.19,0.19,0.17,0.16,0.15,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.19,0.18,,,0.18,0.19,0.18,0.18,0.17,0.14,0.2,0.18,0.18,0.18,0.17,0.19,0.16
10/12/15,0.18,0.18,0.19,0.19,0.17,0.16,0.14,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.19,0.18,,,0.18,0.19,0.18,0.18,0.17,0.14,0.2,0.18,0.18,0.18,0.17,0.19,0.15
10/13/15,0.18,0.19,0.19,0.19,0.16,0.15,0.12,0.18,0.2,0.2,0.19,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.18,0.17,,,0.18,0.19,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.18,0.17,0.19,0.15
10/14/15,0.18,0.18,0.19,0.19,0.17,0.15,0.12,0.18,0.2,0.2,0.19,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.18,0.17,,,0.18,0.19,0.18,0.18,0.17,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.15
10/15/15,0.18,0.19,0.19,0.18,0.16,0.15,0.11,0.18,0.2,0.2,0.18,0.18,0.17,0.19,0.19,0.19,0.17,0.18,0.18,0.17,,,0.18,0.19,0.18,0.18,0.17,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.15
10/16/15,0.18,0.19,0.19,0.18,0.17,0.15,0.09,0.18,0.2,0.2,0.18,0.18,0.17,0.19,0.19,0.19,0.17,0.18,0.18,0.17,,,0.18,0.19,0.17,0.18,0.17,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.15
10/17/15,0.18,0.19,0.19,0.19,0.17,0.15,0.07,0.18,0.2,0.2,0.18,0.18,0.17,0.19,0.19,0.19,0.17,0.18,0.18,0.17,,,0.18,0.19,0.17,0.18,0.17,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.15
10/18/15,0.18,0.18,0.19,0.19,0.17,0.16,0.08,0.18,0.2,0.2,0.18,0.18,0.17,0.19,0.19,0.19,0.17,0.18,0.18,0.17,,,0.18,0.19,0.18,0.18,0.17,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
10/19/15,0.18,0.18,0.19,0.19,0.17,0.16,0.1,0.18,0.2,0.2,0.18,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.18,0.17,,,0.18,0.19,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.18,0.17,0.18,0.16
10/20/15,0.18,0.18,0.19,0.19,0.17,0.16,0.09,0.18,0.2,0.2,0.18,0.18,0.17,0.21,0.19,0.19,0.17,0.18,0.18,0.18,,,0.18,0.19,0.18,0.18,0.17,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
10/21/15,0.18,0.18,0.19,0.19,0.17,0.16,0.11,0.18,0.2,0.2,0.18,0.18,0.17,0.19,0.19,0.19,0.17,0.18,0.18,0.17,,,0.18,0.19,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
10/22/15,0.18,0.18,0.19,0.19,0.17,0.16,0.13,0.18,0.2,0.2,0.18,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,,,0.18,0.19,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.19,0.16
